Ransomware ,Company Name,Industry,Headquarters,Country,Date of attack,APAC? (Yes/No),Type of data leaked
Conti,Prominent Europe Ltd,Retail & Sales,"Nottingham, United Kingdom",Kingdom,,No,Computer Files
Conti,The Acorn,Research & Development,"Singapore, Singapore",Singapore,,Yes,Computer Files
Conti,Herman Goldner Co Inc,Financial,"Philadelphia, PA",States,,No,Computer Files
Conti,Ostiguy Ford,Automotive,Canada,Canada,,No,Computer Files
Conti,MAT GmbH,Automotive,"Neunkirchen, Germany",Deutschland,,No,Computer Files
Conti,The Judge Organization Companies,Logistics and Supply,"Newark, NJ",States,,No,Computer Files
Conti,New York Foundation for Senior Citizens,Essential Services,"New York, NY",States,,No,Computer Files
Conti,Emergency Air,Essential Services,"Chandler, AZ",States,,No,Computer Files
Conti,Stone Legends,Construction,"Dallas, TX",States,,No,Computer Files
Conti,NWH Group,Essential Services,"Dalkeith, United Kingdom",Kingdom,,No,Computer Files
Conti,Dci Shires Inc,Construction,"Bluefield, WV",States,,No,Computer Files
Conti,BRANDENBURG TELEPHONE,Technology,"Upton, KY",States,,No,Computer Files
Conti,Fpos Group,Technology,"Akron, Ohio",States,,No,Computer Files
Conti,Tkemlups te Secwepemc,Government,"Kamloops, Canada",Canada,,No,Computer Files
Conti,Diaco Law,Legal,"Toronto, Canada",Canada,,No,Computer Files
Conti,ATB Morley,Manufacturing,"Leeds, United Kingdom",Kingdom,,No,Computer Files
Conti,Middlesex Housing Limited,Construction,"Tewksbury, MA",States,,No,Computer Files
Conti,Swisher Commercial,Real Estate,"Ann Arbor, MI",States,,No,Computer Files
Conti,Fresno Equipment Co,Retail & Sales,"Fresno, CA",States,,No,Computer Files
Conti,Comcast Business Starter Internet,Technology,"Philadelphia, PA",States,,No,Computer Files
Conti,Fall River Housing Authority,Government,"River Falls, WI",States,,No,Computer Files
Conti,Milmont Greenhouses Inc,Retail & Sales,"Waynesboro, VA",States,,No,Computer Files
Conti,Ringley Group,Real Estate,"London, United Kingdom",Kingdom,,No,Computer Files
Conti,City of Key West Florida,Government,"Key West, FL",States,,No,Computer Files
Conti,E.W. Wylie Corporation,Logistics and Supply,"West Fargo, ND",States,,No,Computer Files
Conti,Trinity Supply Chain Solutions,Logistics and Supply,"Davenport, IA",States,,No,Computer Files
Conti,"Daniel B. Hastings, Inc.",Manufacturing,"McAllen, TX",States,,No,Computer Files
Conti,City of North Tonawanda N.Y.,Government,"North Tonawanda, NY",States,,No,Computer Files
Conti,"The Washington Firm, Ltd.",Retail & Sales,"Seattle, WA",States,,No,Computer Files
Conti,North Tippah School District,Education,"Tiplersville, Mississippi",States,,No,Computer Files
Conti,Nation Huronne-Wendat,Government,"Quebec, Canada",Canada,,No,Computer Files
Conti,Sign Language XL,Retail & Sales,"Denver, CO",Colombia,,No,Computer Files
Conti,Tools and Metals Supply,Manufacturing,"San Diego, California",States,,No,Computer Files
Conti,TrilliumCcollege,Education,"Toronto, Canada",Canada,,No,Computer Files
Conti,Data Evolution Corporation,Technology,"Manchester, NH",States,,No,Computer Files
Conti,ITD Print Solutions Inc,Technology,"Los Angeles, CA",States,,No,Computer Files
Conti,Family Health Centers Of Georgia Inc,Healthcare,"Atlanta, GA",States,,No,Computer Files
Conti,"Baldwin Accounting CPA, P.A. (BACPA)",Financial,"Richmond, KY",States,,No,Computer Files
Conti,Greater Allen Development Corporation,Financial,"Columbus, GA",States,,No,Computer Files
Conti,Weirs Furniture,Retail & Sales,"Dallas, TX",States,,No,Computer Files
Conti,Palmieri furniture,Furniture,"Ontario, Canada",Canada,,No,Computer Files
Conti,Delme-WerkstÃ¤tten gGmbH,Retail & Sales,Germany,Deutschland,,No,Computer Files
Conti,Varroc Lighting Systems,Manufacturing,"Aurangabad, India",India,,Yes,Computer Files
Conti,Top Rocker Harley-Davidson,Manufacturing,"Milwaukee, WI",States,,No,Computer Files
Conti,Golden Gate Regional Center,Essential Services,"San Francisco, CA",States,,No,Computer Files
Conti,Crossroads Courier Inc,Logistics and Supply,"Saint Louis, MO",States,,No,Computer Files
Conti,CORE Information Technology Consultants Ltd.,Technology,"London, United Kingdom",Kingdom,,No,Computer Files
Conti,Hi-Line Moving Services,Logistics and Supply,"Dallas, TX",States,,No,Computer Files
Conti,Whistl.UK,Logistics and Supply,"Marlow, United Kingdom",Kingdom,,No,Computer Files
Conti,Omnetics Connector Corporation,Manufacturing,"Fridley, MN",States,,No,Computer Files
Conti,LABORATOIRES EXPANSCIENCE,Healthcare,"Courbevoie, France",France,,No,Computer Files
RansomEXX,Unione Reno Galliera,Government,"Bologna, Italy",Italia,9/26/2021,No,Computer Files
RansomEXX,United Carton Industries Company Ltd,Manufacturing,"Jeddah, Saudi Arabia",السعودية,9/20/2021,No,Computer Files
RansomEXX,American Megatrends International,Technology,"Norcross, Georgia, United States",States,8/26/2021,No,Computer Files
RansomEXX,Gigabyte Technology,Technology,"Fairfield, CT",Ireland,8/12/2021,No,Computer Files
RansomEXX,Ermenegildo Zegna Holding,Retail & Sales,"Trivero, Italy",Italia,8/6/2021,No,Computer Files
RansomEXX,Liberty Group & ForHousing,Retail & Sales,"Houston, TX",States,8/1/2021,No,Computer Files
RansomEXX,Corporación Nacional de Telecomunicación,Technology,"Quito, Ecuador",Ecuador,7/21/2021,No,Computer Files
RansomEXX,Walsin,Retail & Sales,"Taipei, Taiwan",臺灣,7/12/2021,Yes,Computer Files
RansomEXX,WT Microelectronics,Logistics and Supply,"Taipei, Taiwan",臺灣,7/1/2021,Yes,Computer Files
RansomEXX,Universal Assistance S.A.,Travel,"Buenos Aires, Argentina",Argentina,6/3/2021,No,Computer Files
RansomEXX,STEMCOR,Manufacturing,"London, United Kingdom",Kingdom,5/20/2021,No,Computer Files
RansomEXX,Wallace & Carey,Logistics and Supply,"Calgary, Canada",Canada,5/16/2021,No,Computer Files
RansomEXX,Samvardhana Motherson Peguform,Manufacturing,"Botzingen, Germany",Deutschland,5/8/2021,No,Computer Files
RansomEXX,Nobiskrug,Manufacturing,"Rendsburg, Germany",Deutschland,4/26/2021,No,Computer Files
RansomEXX,Ajuntament de Castelló,Government,"Castellon, Spain",España,4/10/2021,No,Computer Files
RansomEXX,Consiglio Nazionale del Notariato,Government,"Roma RM, Italy",Italia,3/31/2021,No,Computer Files
RansomEXX,Pertamina EP,Utilities,"Jakarta, Indonesia",Indonesia,3/19/2021,Yes,Computer Files
RansomEXX,CalAmp (NASDAQ: CAMP),Technology,"California, United States",States,2/23/2021,No,Computer Files
RansomEXX,Soluzioni Infrastrutturali Telefoniche ed Elettriche S.p.A.,Technology,"ROMA, Italy",Italia,2/6/2021,No,Computer Files
RansomEXX,Indura SA,Utilities,"Cerrillos Santiago, Chile",Chile,2/2/2021,No,Computer Files
RansomEXX,Vistra,Financial,"Westendstrasse 28, 60325 Frankfurt am Main, Germany",Deutschland,1/28/2021,No,Computer Files
RansomEXX,Ultrapar Participações S.A.,Utilities,"Av. Brigadeiro Luis Antonio, 1343 - Bela Vista",Brasil,1/24/2021,No,Computer Files
RansomEXX,St. James Parish Credit Union,Financial,"New York, NY",States,1/3/2021,No,Computer Files
RansomEXX,Texas Department of Transportation,Government,"Texas, America",States,12/28/2020,No,Computer Files
RansomEXX,RPM Performance Coatings Group,Retail & Sales,"Burlington, NJ",States,12/23/2020,No,Computer Files
RansomEXX,IQPC Corporate,Advertising & Marketing,"New York, United States",States,12/20/2020,No,Computer Files
RansomEXX,Inchcape Australia,Logistics and Supply,"4 Burbank Place,
Norwest NSW 2153",Australia,12/13/2020,Yes,Computer Files
RansomEXX,Groupe Atlantic,Utilities,"La Roche-sur-Yon, France",France,12/6/2020,No,Computer Files
RansomEXX,Embraer S.A.,Logistics and Supply,"Campos, Brazil",Brasil,11/30/2020,No,Computer Files
RansomEXX,"The Lighting Practice, Inc",Retail & Sales,"Philadelphia, United States",States,11/30/2020,No,Computer Files
